# 一簡
一	y
評	pgo
評	pgoavo
瓶	pgou
瓶	pgouva
馮	pgov
馮	pgoviv
憑	pgovoa
乒	pgu
鮃	pgua
鮃	pguavo
乒	pguiuu
坪	pgv
平	pgvo
平	pgvouv
坪	pgvovo
枰	pgvv
枰	pgvvou
玶	pgvvv
玶	pgvvvo
排	ph
派	pha
湃	phai
湃	phaiuv
派	phauuu
拍	phi
俳	phii
蒎	phiia
蒎	phiiau
俳	phiivv
排	phiuiv
拍	phiuui
哌	pho
哌	phouuu
牌	phu
迫	phui
迫	phuioa
牌	phuiui
徘	phuu
徘	phuuiv
簰	phuv
簰	phuvui
普	pj
浦	pja
濮	pjai
濮	pjaiii
瀑	pjao
瀑	pjaoiv
潽	pjaou
潽	pjaouv
賻	pjaov
賻	pjaovi
溥	pjav
浦	pjavia
溥	pjavia
撲	pji
圃	pjia
幞	pjiai
幞	pjiaii
圃	pjiavi
僕	pjii
蒲	pjiia
蒲	pjiiav
蒱	pjiii
僕	pjiiio
蒱	pjiiiu
菩	pjiio
仆	pjiioo
仆	pjiioo
菩	pjiiov
葡	pjiiu
葡	pjiiua
莆	pjiiv
莆	pjiiv
鋪	pjio
鏷	pjioi
鏷	pjioii
釙	pjioio
釙	pjioio
鐠	pjioo
鐠	pjioou
堡	pjiov
鋪	pjiovi
堡	pjiovo
扑	pjiu
撲	pjiuii
扑	pjiuio
舖	pjiv
攴	pjiva
攴	pjivao
舖	pjivvi
譜	pjo
襆	pjoa
襆	pjoaii
譜	pjoaou
噗	pjoi
蹼	pjoii
蹼	pjoiii
噗	pjoiio
曝	pjoio
曝	pjoioi
暴	pjoiv
暴	pjoivi
普	pjouoi
哺	pjov
哺	pjovia
匍	pju
匍	pjuavi
氆	pjuv
穙	pjuvi
脯	pjuvia
脯	pjuvia
穙	pjuvii
氆	pjuvou
攵	pjuvu
攵	pjuvuo
樸	pjv
酺	pjvi
醭	pjvii
醭	pjviii
樸	pjviio
朴	pjvio
朴	pjvioo
酺	pjvivi
埔	pjvo
墣	pjvoi
墣	pjvoii
埔	pjvovi
璞	pjvv
璞	pjvvii
批	pk
皮	pka
紕	pkaa
澼	pkaau
澼	pkaauo
紕	pkaava
淠	pkai
陂	pkaia
陂	pkaiau
淠	pkaiav
陴	pkaiu
陴	pkaiui
疋	pkaiv
疋	pkaivu
媲	pkau
皮	pkauao
濞	pkaui
濞	pkauia
媲	pkauui
劈	pkav
劈	pkavau
譬	pkavo
譬	pkavoa
辟	pkavov
辟	pkavov
	pkavov
	pkavov
屁	pkavv
屁	pkavva
甓	pkavva
甓	pkavva
披	pki
僻	pkia
罷	pkiaa
罷	pkiaao
帔	pkiaau
帔	pkiaau
羆	pkiao
羆	pkiaoo
睥	pkiau
睥	pkiaui
蜱	pkiaui
蜱	pkiaui
髀	pkiaui
髀	pkiaui
毗	pkiav
毗	pkiava
蚍	pkiava
蚍	pkiava
僻	pkiavu
芘	pkii
苉	pkiiv
芘	pkiiva
苉	pkiivu
苤	pkiivu
苤	pkiivu
鈹	pkio
鈹	pkioau
鈈	pkiov
鈈	pkiovu
擗	pkiu
披	pkiuau
擗	pkiuav
俾	pkiui
俾	pkiuia
批	pkiuva
仳	pkiv
仳	pkivau
伾	pkivu
伾	pkivui
駓	pkivv
駓	pkivvu
疲	pko
裨	pkoa
被	pkoaa
被	pkoaau
裨	pkoaui
噼	pkoav
噼	pkoavu
闢	pkoi
闢	pkoiav
啤	pkou
啤	pkouia
癖	pkov
吡	pkova
吡	pkovau
疲	pkovau
癖	pkovav
庀	pkovu
庀	pkovua
痞	pkovv
痞	pkovvu
脾	pku
鮍	pkua
鮍	pkuaau
狉	pkuav
狉	pkuavu
郫	pkui
郫	pkuiai
貔	pkuo
貔	pkuoui
脾	pkuuia
胚	pkuv
胚	pkuvui
匹	pkv
霹	pkvo
圮	pkvoa
圮	pkvoav
霹	pkvoav
埤	pkvou
埤	pkvoui
鼙	pkvoui
鼙	pkvoui
坯	pkvov
嚭	pkvovu
嚭	pkvovu
坯	pkvovu
丕	pkvu
邳	pkvua
匹	pkvuaa
邳	pkvuai
否	pkvuo
否	pkvuoo
砒	pkvuv
砒	pkvuva
丕	pkvuvv
琵	pkvv
枇	pkvva
枇	pkvvau
琵	pkvvva
破	pl
婆	pla
潑	plaa
潑	plaaoa
波	plaau
波	plaaui
陂	plai
陂	plaiau
頗	plau
婆	plauau
泊	plaui
泊	plauia
濼	plauia
濼	plauia
頗	plauvu
釙	pli
幡	plia
幡	pliauo
鉕	plio
	plioa
	plioau
釙	plioio
鉕	pliovo
攴	pliv
攴	plivao
跛	plo
跛	ploiau
粕	plou
哱	plouo
哱	plouoo
粕	plouui
迫	plu
魄	plui
迫	pluioa
皤	pluiu
魄	pluiui
皤	pluiuo
鄱	pluo
鄱	pluoai
笸	pluv
繁	pluva
繁	pluvaa
笸	pluvvo
坡	plv
樸	plvi
醱	plvia
醱	plviau
樸	plviio
朴	plvio
朴	plvioo
叵	plvo
叵	plvoaa
坡	plvoau
破	plvuau
珀	plvv
珀	plvvui
片	pm
緶	pma
緶	pmaaiv
㛹	pmau
㛹	pmauiv
便	pmi
偏	pmiu
偏	pmiuua
騙	pmiv
便	pmivia
駢	pmivo
駢	pmivou
騙	pmivuu
褊	pmo
諞	pmoa
褊	pmoauu
諞	pmoauu
蹁	pmoi
蹁	pmoiuu
篇	pmu
片	pmuiva
胼	pmuo
胼	pmuouv
翩	pmuu
翩	pmuuao
扁	pmuui
扁	pmuuia
犏	pmuv
犏	pmuvuu
篇	pmuvuu
楩	pmv
楩	pmvivi
𡎚	pmvo
𡎚	pmvouu
盆	pn
湓	pna
湓	pnauoa
噴	pno
噴	pnouov
賁	pnu
賁	pnuoao
盆	pnuoia
旁	pp
滂	ppa
滂	ppaovo
螃	ppi
螃	ppiaov
蒡	ppii
蒡	ppiiov
鎊	ppio
鎊	ppioov
龐	ppo
旁	ppovov
龐	ppovov
胖	ppu
逄	ppua
鰟	ppuao
逄	ppuaoa
鰟	ppuaov
乓	ppui
乓	ppuioo
膀	ppuo
胖	ppuouv
膀	ppuovo
彷	ppuu
彷	ppuuov
磅	ppv
雱	ppvo
雱	ppvoov
磅	ppvuov
耪	ppvv
耪	ppvvov
碰	pr
澎	pra
泙	prav
澎	pravoo
泙	pravou
弸	pravu
弸	pravuu
捧	pri
蟛	pria
蟛	priavo
蓬	prii
芃	priiu
芃	priiua
蓬	priiua
抨	priu
抨	priuvo
捧	priuvv
烹	pro
怦	proo
怦	proovo
嘭	prov
烹	provoo
嘭	provov
朋	pru
鵬	pruu
朋	pruuu
鵬	pruuui
篷	pruv
膨	pruvo
膨	pruvoo
篷	pruvua
棚	prv
彭	prvo
椪	prvou
堋	prvouu
堋	prvouu
彭	prvouu
椪	prvouv
榜	prvov
甏	prvova
甏	prvova
榜	prvovo
砰	prvu
碰	prvuou
硼	prvuu
棚	prvuuu
硼	prvuuu
砰	prvuvo
怕	ps
潖	psa
潖	psavvi
帕	psi
帕	psiaui
葩	psii
芭	psiia
芭	psiiai
葩	psiiui
鈀	psio
鈀	psioai
扒	psiu
扒	psiuuo
啪	pso
趴	psoi
趴	psoiuo
啪	psoiuu
怕	psooui
叭	psou
叭	psouoo
爬	psu
舥	psuu
爬	psuuai
舥	psuuai
筢	psuv
筢	psuviu
琶	psv
杷	psva
杷	psvaiv
耙	psvv
琶	psvvai
耙	psvvai
配	pw
陪	pwa
轡	pwaa
浿	pwaao
浿	pwaaoo
轡	pwaaoo
淠	pwai
淠	pwaiav
陪	pwaiov
賠	pwao
賠	pwaoov
沛	pwav
沛	pwavia
佩	pwi
帔	pwia
帔	pwiaau
蓓	pwii
蓓	pwiiio
錇	pwio
錇	pwioov
披	pwiu
披	pwiuau
佩	pwiuav
裴	pwiv
斐	pwivo
斐	pwivov
裴	pwivov
呸	pwo
踣	pwoi
踣	pwoiov
旆	pwov
呸	pwovui
旆	pwovuv
胚	pwu
衃	pwui
衃	pwuivu
胚	pwuvui
壞	pwv
醅	pwvi
配	pwviav
醅	pwviov
培	pwvo
霈	pwvoa
霈	pwvoav
培	pwvoov
壞	pwvoov
坯	pwvov
坯	pwvovu
邳	pwvu
邳	pwvuai
碚	pwvuo
碚	pwvuov
跑	pz
泡	pza
皰	pzau
泡	pzauaa
皰	pzauua
拋	pzi
藨	pzii
藨	pziiov
拋	pziuvu
齙	pziv
齙	pzivua
炮	pzo
袍	pzoa
袍	pzoaua
跑	pzoiua
咆	pzou
咆	pzouaa
炮	pzouua
剖	pzov
剖	pzovii
庖	pzovu
庖	pzovua
疱	pzovua
疱	pzovua
鮑	pzu
刨	pzua
刨	pzuaii
狍	pzuau
狍	pzuaua
颮	pzuaua
颮	pzuaua
鮑	pzuaua
脬	pzuu
脬	pzuuoo
匏	pzv
砲	pzvu
匏	pzvuua
砲	pzvuua
親	qb
沁	qba
矜	qbao
沁	qbaoao
矜	qbaoio
溱	qbav
溱	qbavvv
侵	qbi
螓	qbia
嶔	qbiai
嶔	qbiaio
侵	qbiavv
螓	qbiavv
芹	qbii
芩	qbiii
芩	qbiiio
芹	qbiiuu
蓁	qbiiv
蓁	qbiivv
欽	qbio
鋟	qbioa
鋟	qbioav
鈐	qbioi
鈐	qbioio
衾	qbioo
衾	qbioov
欽	qbioua
禽	qbiov
禽	qbiovu
擒	qbiu
撳	qbiui
撳	qbiuio
擒	qbiuio
駸	qbiv
駸	qbivav
寢	qbo
唚	qboa
唚	qboavv
噙	qboi
噙	qboiov
慬	qboo
寢	qbooai
慬	qboovi
嗪	qbov
親	qbovia
嗪	qbovvv
秦	qbv
勤	qbvi
勤	qbviau
覲	qbvii
覲	qbviia
檎	qbvio
懃	qbvioa
懃	qbvioa
覃	qbvioi
覃	qbvioi
檎	qbviov
琴	qbvv
琴	qbvvio
秦	qbvvuv
橋	qc
繰	qca
繰	qcaaoo
瞧	qci
峭	qcia
睄	qciai
峭	qciaio
睄	qciaio
瞧	qciaio
嶠	qciau
嶠	qciauv
俏	qcii
俏	qciiou
蕎	qciiu
蕎	qciiuv
鍬	qcio
劁	qcioi
劁	qcioii
鍬	qciouv
僑	qciu
雀	qciui
雀	qciuio
撬	qciuu
撟	qciuuv
撟	qciuuv
撬	qciuuv
僑	qciuvu
悄	qco
誚	qcoa
譙	qcoai
誚	qcoaio
譙	qcoaio
蹺	qcoi
蹺	qcoiva
竅	qcoo
憔	qcooi
悄	qcooio
憔	qcooio
愀	qcoou
竅	qcooui
愀	qcoouv
敲	qcov
敲	qcoviv
喬	qcu
毳	qcuv
喬	qcuvui
毳	qcuvuv
巧	qcv
鞘	qcvi
鞘	qcviio
樵	qcvio
樵	qcviov
鞽	qcviu
鞽	qcviuv
巧	qcviva
翹	qcvo
翹	qcvoao
殼	qcvou
殼	qcvoua
橇	qcvu
礄	qcvuu
礄	qcvuuv
磽	qcvuv
磽	qcvuvo
橋	qcvuvu
橇	qcvuvv
且	qd
茄	qdi
伽	qdia
伽	qdiauo
且	qdiavv
茄	qdiiau
鍥	qdio
鍥	qdiovv
竊	qdo
怯	qdoo
慊	qdooo
慊	qdooou
愜	qdoov
竊	qdoova
唼	qdoovo
唼	qdoovo
怯	qdoovo
愜	qdoovv
妾	qdov
妾	qdovau
篋	qdu
癿	qdui
癿	qduiaa
郄	qduo
郄	qduoai
篋	qduvvv
切	qdv
切	qdvaau
趄	qdvo
趄	qdvoia
砌	qdvu
砌	qdvuva
挈	qdvv
挈	qdvviu
著	qe
浙	qea
浙	qeaiuu
折	qei
蔗	qeii
蔗	qeiiov
著	qeiiuo
鍺	qeio
鏑	qeioo
鏑	qeioov
鍺	qeiouo
哲	qeiu
摺	qeiua
摺	qeiuao
蜇	qeiui
蜇	qeiuia
晢	qeiuo
晢	qeiuoi
哲	qeiuoo
折	qeiuuu
遮	qeo
褶	qeoa
褶	qeoaao
這	qeoao
這	qeoaoa
謫	qeoaov
謫	qeoaov
褚	qeoau
褚	qeoauo
跖	qeoi
跖	qeoivu
嘀	qeoo
懾	qeoov
懾	qeoovi
嘀	qeoovo
着	qeou
着	qeouia
鷓	qeov
䗪	qeovi
䗪	qeovia
囁	qeovii
囁	qeovii
遮	qeovoa
鷓	qeovui
者	qeu
蟄	qeuo
蟄	qeuoia
者	qeuooi
乇	qeuv
乇	qeuvaa
轍	qev
輒	qeva
轍	qevava
輒	qevavi
赭	qevo
螫	qevoi
螫	qevoia
赭	qevouo
磔	qevu
磔	qevuua
柘	qevv
柘	qevvuo
占	qf
展	qfa
綻	qfaa
綻	qfaaoo
沾	qfai
沾	qfaivo
澶	qfao
澶	qfaovi
湛	qfav
湛	qfavii
展	qfavvi
瞻	qfi
嶦	qfia
嶦	qfiaua
瞻	qfiaua
嶄	qfiav
嶄	qfiava
佔	qfii
蘸	qfiiv
蘸	qfiivi
佔	qfiivo
饘	qfio
饘	qfioov
搌	qfiu
搌	qfiuav
偡	qfiv
驏	qfiva
驏	qfivav
覘	qfivi
覘	qfivia
偡	qfivii
占	qfivoo
站	qfo
譫	qfoa
譫	qfoaua
戰	qfoo
戰	qfoova
粘	qfou
粘	qfouiv
氈	qfov
站	qfoviv
旃	qfovu
鸇	qfovui
鸇	qfovui
旃	qfovuv
氈	qfovuv
顫	qfovv
顫	qfovvu
詹	qfu
鱣	qfua
颭	qfuai
颭	qfuaiv
詹	qfuaoa
鱣	qfuaov
斬	qfv
盞	qfva
輾	qfvaa
輾	qfvaav
盞	qfvaia
斬	qfvauu
槧	qfvav
槧	qfvavv
霑	qfvo
霑	qfvoai
栴	qfvu
栴	qfvuvu
棧	qfvv
棧	qfvvao
玷	qfvvi
玷	qfvviv
請	qg
清	qga
綪	qgaa
綪	qgaavv
清	qgavvi
傾	qgi
蜻	qgia
黥	qgiao
黥	qgiaov
圊	qgiav
圊	qgiavv
蜻	qgiavv
擎	qgii
苘	qgiii
苘	qgiiia
擎	qgiiiu
檠	qgiiv
檠	qgiivv
菁	qgiivv
菁	qgiivv
錆	qgio
錆	qgiovv
倩	qgiv
傾	qgivav
倩	qgivvi
情	qgo
請	qgoavv
晴	qgoi
晴	qgoivv
情	qgoovv
檾	qgou
烴	qgouv
烴	qgouva
羥	qgouva
羥	qgouva
檾	qgouvv
慶	qgov
勍	qgova
勍	qgovau
親	qgovi
親	qgovia
慶	qgovoa
廎	qgovv
廎	qgovva
卿	qgu
鯖	qgua
卿	qguaav
鯖	qguavv
綮	qguu
綮	qguuaa
氫	qguv
氰	qguvv
氫	qguvva
氰	qguvvv
箐	qguvvv
箐	qguvvv
輕	qgv
頃	qgva
輕	qgvava
頃	qgvavu
罄	qgvo
謦	qgvoo
謦	qgvooa
罄	qgvouv
磬	qgvov
磬	qgvovu
碃	qgvu
碃	qgvuvv
青	qgvv
青	qgvvuu
卻	qh
翟	qha
翟	qhaoio
汋	qhau
汋	qhauao
摘	qhi
𨟠	qhia
𨟠	qhiaai
側	qhiao
側	qhiaoi
擇	qhii
擇	qhiiai
雀	qhiu
雀	qhiuio
擿	qhiuo
摘	qhiuov
擿	qhiuov
債	qhiv
砦	qhivv
債	qhivvi
砦	qhivvu
宅	qho
闕	qhoi
闋	qhoia
闋	qhoiao
闕	qhoiou
窄	qhoo
宅	qhoouv
窄	qhoouv
寨	qhoov
怯	qhoovo
怯	qhoovo
寨	qhoovv
炔	qhou
炔	qhouav
齋	qhov
瘸	qhova
瘸	qhovau
瘵	qhovu
瘵	qhovua
齋	qhovvv
缺	qhu
祭	qhua
祭	qhuavv
郄	qhuo
卻	qhuoai
郄	qhuoai
膪	qhuov
膪	qhuovo
礐	qhuovu
礐	qhuovu
缺	qhuvav
確	qhv
鵲	qhvi
鵲	qhviui
榷	qhvo
榷	qhvoau
愨	qhvoo
愨	qhvooa
殼	qhvou
埆	qhvoua
埆	qhvoua
殼	qhvoua
碏	qhvu
確	qhvuoa
确	qhvuu
确	qhvuua
碏	qhvuvi
棤	qhvv
棤	qhvvii
主	qj
注	qja
紵	qjaa
紵	qjaaoo
貯	qjao
貯	qjaooo
注	qjaovv
渚	qjau
妯	qjaui
妯	qjauia
渚	qjauov
姝	qjauu
姝	qjauuv
洙	qjauv
洙	qjauvv
屬	qjav
屬	qjavio
澍	qjavo
澍	qjavoo
瀦	qjavu
瀦	qjavua
鬻	qjavv
鬻	qjavvo
住	qji
助	qjia
矚	qjiaa
助	qjiaau
矚	qjiaav
蠋	qjiai
蛆	qjiaia
蛆	qjiaia
蠋	qjiaia
蛀	qjiao
蛀	qjiaov
蛛	qjiau
蛛	qjiauv
著	qjii
苧	qjiio
苧	qjiioo
薴	qjiioo
薴	qjiioo
茱	qjiiu
著	qjiiuo
茱	qjiiuv
鑄	qjio
佇	qjioo
佇	qjiooa
銖	qjiou
銖	qjiouv
鑄	qjiovo
住	qjiovv
拄	qjiu
㑳	qjiua
㑳	qjiuaa
拄	qjiuov
侏	qjiuv
侏	qjiuvv
駐	qjiv
覷	qjivi
覷	qjivia
駐	qjivov
註	qjo
祝	qjoa
詝	qjoao
詝	qjoaoo
祝	qjoaou
註	qjoaov
諸	qjoau
褚	qjoauo
褚	qjoauo
諸	qjoauo
誅	qjoauv
誅	qjoauv
囑	qjoav
囑	qjoav
祛	qjoavo
祛	qjoavo
躅	qjoi
躅	qjoiia
燭	qjou
燭	qjouia
炷	qjouo
炷	qjouov
麈	qjov
疰	qjovo
疰	qjovov
麈	qjovov
瘃	qjovv
主	qjovvi
瘃	qjovvu
朱	qju
煮	qjuo
翥	qjuoa
翥	qjuoao
煮	qjuooo
舳	qjuu
舳	qjuuia
竹	qjuv
邾	qjuva
邾	qjuvai
箸	qjuvu
箸	qjuvuo
竹	qjuvuv
築	qjuvv
朱	qjuvvi
筑	qjuvvi
筑	qjuvvi
築	qjuvvi
竺	qjuvvv
竺	qjuvvv
逐	qjv
杼	qjva
軸	qjvai
軸	qjvaia
杼	qjvaoa
柱	qjvo
櫧	qjvoa
櫧	qjvoau
术	qjvoo
术	qjvoo
區	qjvooo
區	qjvooo
柷	qjvou
柷	qjvoua
趨	qjvoua
趨	qjvoua
趣	qjvov
趣	qjvovi
柱	qjvovv
豬	qjvu
砫	qjvuo
逐	qjvuoa
砫	qjvuov
硃	qjvuu
豬	qjvuuo
硃	qjvuuv
株	qjvuv
株	qjvuvv
櫫	qjvuvv
櫫	qjvuvv
珠	qjvv
珠	qjvvuv
起	qk
汽	qka
畿	qkaa
畿	qkaaia
呇	qkaao
呇	qkaaoo
緝	qkaaov
緝	qkaaov
紇	qkaau
紇	qkaauv
綺	qkaav
綺	qkaavu
隑	qkai
隑	qkaiia
泣	qkao
泣	qkaovo
汔	qkau
婍	qkauv
汔	qkauva
婍	qkauvu
汽	qkauvv
漆	qkav
淒	qkava
沏	qkavaa
沏	qkavaa
淒	qkavav
淇	qkavi
漆	qkavia
淇	qkavii
柒	qkavv
柒	qkavvv
企	qki
豈	qkia
屺	qkiaa
屺	qkiaav
豈	qkiaav
覬	qkiai
覬	qkiaia
蠐	qkiao
俟	qkiaou
俟	qkiaou
蠐	qkiaov
岐	qkiau
岐	qkiauo
屹	qkiauv
屹	qkiauv
崎	qkiav
蜞	qkiavi
蜞	qkiavi
畦	qkiavo
畦	qkiavo
崎	qkiavu
畸	qkiavu
畸	qkiavu
芪	qkii
芑	qkiia
芑	qkiiav
葺	qkiio
蘄	qkiioo
蘄	qkiioo
葺	qkiiov
薺	qkiiov
薺	qkiiov
芪	qkiiua
萋	qkiiv
萋	qkiiva
企	qkiivi
萁	qkiivi
萁	qkiivi
䓫	qkiivu
䓫	qkiivu
錡	qkio
餼	qkiou
餼	qkiouv
儕	qkiov
儕	qkiovo
錡	qkiovu
伎	qkiu
揭	qkiuo
伎	qkiuoa
揭	qkiuoi
仡	qkiuv
仡	qkiuva
騎	qkiv
歧	qkivu
歧	qkivuo
騏	qkivv
騏	qkivvi
騎	qkivvu
齊	qko
啓	qkoa
啓	qkoa
祁	qkoaa
祁	qkoaai
祈	qkoau
祇	qkoaua
祇	qkoaua
祈	qkoauu
訖	qkoauv
訖	qkoauv
祺	qkoav
祺	qkoavi
棨	qkoavv
棨	qkoavv
禊	qkoavv
禊	qkoavv
蹊	qkoi
跂	qkoiu
跂	qkoiuo
蹊	qkoiuo
踦	qkoiv
踦	qkoivu
器	qkoo
愭	qkoou
愭	qkoouo
囂	qkoov
器	qkoovu
囂	qkoovu
旗	qkov
齊	qkovou
嘁	qkovu
嘁	qkovui
旗	qkovuv
悽	qkovv
悽	qkovva
麒	qkovvi
麒	qkovvi
氣	qku
鰭	qkua
鮨	qkuau
鮨	qkuaua
鰭	qkuauo
鯕	qkuav
鯕	qkuavi
臍	qkuo
𨙸	qkuoa
𨙸	qkuoai
耆	qkuoo
耆	qkuooi
臍	qkuovo
啟	qkuu
綮	qkuua
綮	qkuuaa
啟	qkuuuv
頎	qkuuv
頎	qkuuvu
迄	qkuv
乞	qkuva
乞	qkuvaa
憩	qkuvo
憩	qkuvoa
迄	qkuvoa
稽	qkuvv
氣	qkuvva
稽	qkuvvu
其	qkv
七	qkva
七	qkvaa
妻	qkvaa
郪	qkvaai
郪	qkvaai
妻	qkvaau
軝	qkvau
軝	qkvaua
棄	qkvav
杞	qkvava
杞	qkvava
棄	qkvavi
期	qkvi
綦	qkvia
綦	qkviaa
榿	qkviai
榿	qkviai
欺	qkviu
欺	qkviua
其	qkviuo
期	qkviuu
圻	qkvo
起	qkvoav
圻	qkvouu
埼	qkvov
埼	qkvovu
奇	qkvu
亟	qkvua
亟	qkvuao
戚	qkvui
丌	qkvuii
丌	qkvuii
剞	qkvuii
剞	qkvuii
慼	qkvuiv
慼	qkvuiv
戚	qkvuiv
欹	qkvuu
欹	qkvuua
磜	qkvuua
磜	qkvuua
砌	qkvuv
砌	qkvuva
奇	qkvuvo
碶	qkvuvv
碶	qkvuvv
磧	qkvuvv
磧	qkvuvv
棋	qkvv
玘	qkvva
棲	qkvvav
棲	qkvvav
玘	qkvvav
栖	qkvvi
栖	qkvvia
棋	qkvvii
恝	qkvvo
恝	qkvvoa
槭	qkvvu
亓	qkvvui
亓	qkvvui
槭	qkvvui
契	qkvvv
琪	qkvvvi
琪	qkvvvi
契	qkvvvu
琦	qkvvvu
琦	qkvvvu
區	ql
屈	qla
灈	qlai
灈	qlaiav
渠	qlav
屈	qlavai
漆	qlavi
漆	qlavia
渠	qlavvv
曲	qli
瞿	qlia
黢	qliaa
黢	qliaao
𪨰	qliai
蛆	qliaia
蛆	qliaia
蛐	qliaia
蛐	qliaia
蠼	qliaia
蠼	qliaia
𪨰	qliaia
瞿	qliaio
氍	qliau
氍	qliauv
嶇	qliav
曲	qliavi
嶇	qliavo
蕖	qlii
䓛	qliia
䓛	qliiav
蕖	qliiav
蘧	qliii
蘧	qliiiv
苣	qliiv
苣	qliiva
驅	qliv
覷	qlivi
覷	qlivia
齲	qlivu
齲	qlivui
驅	qlivvo
祛	qlo
詘	qloa
詘	qloaai
袪	qloav
祛	qloavo
袪	qloavo
闃	qloi
闃	qloiia
焌	qlou
唿	qloua
焌	qlouao
唿	qlouau
癯	qlov
疽	qlovi
疽	qlovia
癯	qlovia
竘	qlovu
竘	qlovua
軀	qlu
劬	qlua
劬	qluaau
鴝	qluau
鴝	qluaui
鼩	qlui
鼩	qluiua
軀	qluivo
麴	qluo
麴	qluoua
衢	qluu
朐	qluua
朐	qluuao
衢	qluuia
胠	qluv
胠	qluvoa
取	qlv
娶	qlvi
取	qlviao
娶	qlviau
趣	qlvo
去	qlvoa
去	qlvoao
坥	qlvoi
坥	qlvoia
趄	qlvoia
趄	qlvoia
趨	qlvou
趨	qlvoua
趣	qlvovi
磲	qlvu
磲	qlvuav
區	qlvuoa
璩	qlvv
璩	qlvviv
㭕	qlvvo
㭕	qlvvoa
樞	qlvvoo
樞	qlvvoo
前	qm
潛	qma
纖	qmaa
纖	qmaa
繾	qmaai
繾	qmaaia
縑	qmaao
縑	qmaaou
縴	qmaaov
縴	qmaaov
綪	qmaav
綪	qmaavv
阡	qmai
阡	qmaiuv
湔	qmao
湔	qmaouv
淺	qmav
淺	qmavau
汧	qmavv
汧	qmavvu
潛	qmavvu
錢	qmi
遣	qmia
黔	qmiai
黔	qmiaio
遣	qmiaoa
嵌	qmiav
嵌	qmiavi
岍	qmiavv
岍	qmiavv
茜	qmii
蕁	qmiia
俔	qmiiav
俔	qmiiav
蕁	qmiiav
蒨	qmiii
蒨	qmiiiv
芡	qmiiu
芡	qmiiua
芊	qmiiuv
芊	qmiiuv
茜	qmiivi
鉛	qmio
鋟	qmioa
鋟	qmioav
鈐	qmioi
鈐	qmioio
釺	qmiou
鉛	qmioua
釺	qmiouv
鉗	qmiov
錢	qmiova
鉗	qmiovi
鍼	qmiovu
鍼	qmiovu
仟	qmiu
掮	qmiuu
掮	qmiuuu
扦	qmiuuv
扦	qmiuuv
撖	qmiuv
仟	qmiuvi
撖	qmiuvi
倩	qmiv
僭	qmiva
僭	qmivau
虔	qmivo
僉	qmivoo
僉	qmivoo
虔	qmivov
倩	qmivvi
謙	qmo
譴	qmoa
讖	qmoai
譴	qmoaia
讖	qmoaii
謙	qmoaou
躚	qmoi
躚	qmoivi
騫	qmoo
搴	qmooi
搴	qmooiu
騫	qmooiv
褰	qmooo
謇	qmoooa
謇	qmoooa
慊	qmooou
慊	qmooou
褰	qmooov
慳	qmoov
慳	qmoovi
歉	qmou
鶼	qmouu
歉	qmouua
前	qmouui
鶼	qmouui
牽	qmov
牽	qmovuv
千	qmu
欠	qmua
欠	qmuaii
鵮	qmuau
鵮	qmuaui
乾	qmuo
乾	qmuouv
愆	qmuu
肷	qmuua
肷	qmuuai
愆	qmuuoa
籤	qmuv
箝	qmuvi
千	qmuvii
籤	qmuvii
箝	qmuviu
簽	qmuviv
簽	qmuviv
箐	qmuvv
箐	qmuvvv
遷	qmv
塹	qmva
槧	qmvav
塹	qmvavo
槧	qmvavv
韆	qmvi
遷	qmvioa
韆	qmvivi
圲	qmvo
墘	qmvou
墘	qmvouo
圲	qmvouv
杄	qmvu
殲	qmvui
殲	qmvuii
杄	qmvuvi
柑	qmvv
柑	qmvvii
真	qn
陣	qna
縝	qnaa
紖	qnaaa
紖	qnaaav
縝	qnaauo
湞	qnai
湞	qnaiva
陣	qnaiva
賑	qnao
賑	qnaovu
娠	qnau
娠	qnauvu
溱	qnav
溱	qnavvv
鎮	qni
畛	qnia
幀	qniai
畛	qniaiu
幀	qniaiv
偵	qnii
蓁	qniiv
偵	qniiva
葴	qniivu
葴	qniivu
蓁	qniivv
針	qnio
針	qniouo
鎮	qniouo
鍼	qniov
鍼	qniovu
振	qniu
揕	qniuv
揕	qniuvi
振	qniuvu
貞	qniv
貞	qnivao
診	qno
禎	qnoa
袗	qnoai
袗	qnoaiu
診	qnoaiu
禎	qnoaiv
鴆	qnoau
鴆	qnoaui
禛	qnoauo
禛	qnoauo
昣	qnoi
昣	qnoiiu
疹	qnov
疹	qnoviu
朕	qnu
胗	qnui
胗	qnuiuu
真	qnuouo
朕	qnuouv
箴	qnuv
稹	qnuvu
稹	qnuvuo
箴	qnuvvu
震	qnv
臻	qnva
軫	qnvai
軫	qnvaiu
臻	qnvavv
斟	qnvi
鄄	qnvia
鄄	qnviai
斟	qnvioo
鬒	qnviu
鬒	qnviuo
甄	qnviv
楨	qnviva
楨	qnviva
甄	qnviva
枕	qnvo
枕	qnvoau
圳	qnvou
圳	qnvoui
震	qnvovu
砧	qnvu
餮	qnvui
餮	qnvuio
殄	qnvuiu
殄	qnvuiu
砧	qnvuiv
珍	qnvv
椹	qnvvi
椹	qnvvii
珍	qnvviu
榛	qnvvv
榛	qnvvvv
瑧	qnvvvv
瑧	qnvvvv
長	qp
張	qpa
漲	qpaa
漲	qpaava
障	qpai
障	qpaiov
